"Observations","Time.Spent.at.DentMax.Booth","Time.Spent.at.DentMed.OxyMax.Booth","Total.Time.spent.at.show","X..Buying.from.DentMax.in.the.past","Historical.Sales.Index","Sales.Frequency","Length.of.Relationship","Number.of.Referrals.Offered","Importance.of.Image.Quality","Importance.of.Diagnostic.Flexibility","Importance.of.Software.Intergation","Importance.of.Technical.Assistance","Importance.of.Price","Trust.in.TV.ads","Trust.in.Radio.Ads","Trust.in.Internet.Ads","Trust.in.Dental.Magazine.Ads","Trust.in.Peers"
"Respondent 2065","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 2066","45","27","130","100","57","6","8","12","6","7","4","5","5","5","4","4","6","6"
"Respondent 2067","6","11","60","5","9","1","9","0","3","4","4","6","7","4","4","3","4","6"
"Respondent 2068","36","78","179","45","63","5","9","2","6","6","6","6","6","5","4","6","6","7"
"Respondent 2069","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 2070","6","11","60","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2071","13","21","150","32","20","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 2072","11","20","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2073","12","21","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 2074","45","25","131","100","58","6","8","12","6","7","4","6","4","5","4","3","7","6"
"Respondent 2075","36","78","180","46","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 2076","36","78","179","46","64","4","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 2077","6","12","60","7","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2078","36","78","181","45","64","4","9","2","6","5","6","5","6","5","5","6","6","7"
"Respondent 2079","36","78","181","44","65","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 2080","13","20","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 2081","13","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2082","12","22","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 2083","12","21","150","31","20","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2084","12","21","151","31","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2085","7","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2086","36","78","179","45","65","5","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 2087","12","20","150","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 2088","12","20","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 2089","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2090","36","78","179","45","64","4","9","2","6","5","6","6","6","4","4","7","6","7"
"Respondent 2091","46","26","130","100","58","6","8","12","7","7","4","5","4","5","4","4","7","6"
"Respondent 2092","12","21","150","32","20","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 2093","46","26","130","100","59","6","8","12","7","7","4","5","5","5","4","4","7","6"
"Respondent 2094","6","12","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2095","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2096","11","21","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 2097","11","21","150","31","21","3","4","1","5","5","5","6","7","4","4","4","6","6"
"Respondent 2098","5","12","60","5","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2099","13","21","151","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2100","7","11","59","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2101","11","21","150","33","22","3","5","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2102","13","22","151","32","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 2103","12","21","150","32","21","3","4","0","5","5","5","6","6","5","5","4","6","5"
"Respondent 2104","45","26","131","101","58","6","8","12","7","7","4","6","5","5","4","4","7","6"
"Respondent 2105","12","20","150","32","21","3","5","1","5","5","5","6","6","5","4","4","5","6"
"Respondent 2106","6","10","59","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2107","6","11","61","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2108","12","21","150","31","21","4","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 2109","45","26","130","100","59","6","8","12","7","7","4","5","4","5","4","4","7","6"
"Respondent 2110","36","77","180","44","64","4","9","3","6","5","6","6","6","4","5","6","6","7"
"Respondent 2111","36","78","180","45","64","4","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 2112","6","11","60","5","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2113","12","20","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 2114","12","21","150","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 2115","6","11","59","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2116","13","21","151","32","20","3","5","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2117","12","21","150","31","22","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 2118","12","21","150","31","21","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 2119","35","79","179","46","64","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 2120","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2121","6","12","60","6","8","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2122","12","21","150","33","21","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 2123","36","78","179","46","64","4","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 2124","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2125","45","26","130","100","58","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 2126","12","21","151","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2127","12","22","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 2128","12","22","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 2129","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2130","37","78","180","45","64","5","9","2","6","6","6","6","6","5","4","6","6","7"
"Respondent 2131","12","21","150","31","22","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 2132","12","20","150","32","21","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 2133","12","21","150","33","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2134","12","21","150","32","20","3","4","0","5","5","5","6","7","4","5","4","5","6"
"Respondent 2135","36","78","181","45","64","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 2136","12","21","149","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2137","11","21","150","32","20","3","4","1","5","5","5","7","7","5","4","4","5","6"
"Respondent 2138","36","78","181","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 2139","44","26","130","100","58","6","8","12","6","7","5","6","4","5","4","4","6","6"
"Respondent 2140","35","78","180","46","64","4","9","2","6","5","6","5","6","4","5","6","6","7"
"Respondent 2141","11","21","151","32","20","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 2142","6","10","60","6","9","0","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2143","44","27","130","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 2144","12","20","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 2145","12","21","150","32","20","3","4","1","5","5","5","6","7","5","5","4","6","5"
"Respondent 2146","7","12","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2147","36","79","180","45","64","4","9","2","6","5","7","6","6","5","5","6","6","7"
"Respondent 2148","12","20","150","33","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2149","11","21","150","31","21","3","4","0","5","5","5","6","7","4","4","4","6","5"
"Respondent 2150","12","21","150","32","21","3","4","1","5","5","5","7","7","5","5","4","5","6"
"Respondent 2151","12","20","150","32","21","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 2152","6","11","59","6","8","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2153","45","26","130","100","58","6","8","12","6","7","4","6","4","5","4","4","6","6"
"Respondent 2154","12","21","150","31","21","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 2155","37","78","180","45","65","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 2156","6","10","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2157","11","22","149","32","21","3","5","1","5","5","5","7","7","5","5","4","6","5"
"Respondent 2158","5","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2159","36","78","180","45","64","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 2160","13","21","150","32","22","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 2161","45","26","131","100","58","6","8","12","6","7","5","5","4","5","4","4","7","6"
"Respondent 2162","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 2163","12","21","150","32","20","3","4","1","5","5","5","6","7","4","5","4","6","6"
"Respondent 2164","13","21","150","32","21","3","4","1","5","5","5","7","7","4","4","4","5","6"
"Respondent 2165","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 2166","6","11","60","6","9","1","9","0","4","4","4","6","7","4","3","3","4","5"
"Respondent 2167","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 2168","46","27","130","100","58","6","8","12","7","7","4","6","4","5","4","4","6","6"
"Respondent 2169","36","77","180","46","65","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 2170","13","21","149","31","21","3","4","0","5","5","5","6","7","4","4","4","6","6"
"Respondent 2171","11","22","150","32","21","3","4","0","5","6","5","6","7","5","4","4","5","6"
"Respondent 2172","44","26","130","100","58","6","8","12","6","7","4","5","4","5","4","3","6","6"
"Respondent 2173","36","79","181","46","64","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 2174","12","21","150","32","21","3","4","1","5","5","5","7","7","4","4","4","6","6"
"Respondent 2175","36","77","181","46","63","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 2176","6","11","60","6","10","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2177","12","21","149","32","21","3","4","1","5","5","5","6","6","4","5","4","5","6"
"Respondent 2178","11","21","148","32","22","3","4","0","5","5","5","6","7","5","5","4","6","5"
"Respondent 2179","36","79","180","45","64","4","9","2","6","6","7","6","6","5","5","6","6","7"
"Respondent 2180","7","12","60","5","9","1","9","0","4","4","4","7","7","4","4","3","4","6"
"Respondent 2181","46","26","130","101","59","6","8","12","7","7","4","5","4","5","4","4","7","6"
"Respondent 2182","6","10","59","7","9","1","8","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 2183","11","21","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 2184","13","22","150","31","22","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 2185","11","21","150","31","22","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 2186","12","21","150","33","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 2187","12","21","151","32","22","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 2188","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 2189","13","20","150","31","20","3","4","1","5","5","4","6","7","5","5","3","5","6"
"Respondent 2190","37","77","181","45","64","5","9","2","6","5","7","6","6","4","4","6","6","7"
"Respondent 2191","12","21","150","33","22","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 2192","36","78","180","45","64","5","9","3","6","6","6","6","6","4","4","6","6","7"
"Respondent 2193","37","78","179","45","64","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 2194","11","21","151","32","21","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 2195","12","21","150","32","22","3","5","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 2196","5","11","60","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2197","6","10","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2198","5","10","60","7","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2199","13","21","150","32","21","3","4","1","5","5","5","6","7","4","4","4","5","5"
"Respondent 2200","36","78","180","45","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 2201","36","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 2202","12","21","149","31","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2203","13","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 2204","12","21","150","32","22","3","4","1","5","5","5","6","7","5","5","3","6","6"
"Respondent 2205","37","78","180","44","64","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 2206","12","21","150","32","20","3","4","0","5","6","5","6","7","4","4","4","5","5"
"Respondent 2207","36","78","179","45","64","4","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 2208","12","22","150","31","22","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 2209","12","21","151","31","21","3","5","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 2210","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 2211","12","20","150","31","20","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 2212","6","11","61","7","10","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2213","6","11","61","6","9","1","9","0","4","4","4","6","7","4","3","3","4","5"
"Respondent 2214","5","11","61","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2215","45","26","130","100","58","6","8","12","6","7","5","6","4","5","4","4","7","6"
"Respondent 2216","5","12","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2217","36","78","181","44","64","4","9","2","6","6","7","6","6","5","5","6","6","7"
"Respondent 2218","6","11","60","6","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2219","11","21","150","32","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 2220","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 2221","12","21","149","32","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 2222","36","77","180","45","64","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 2223","12","22","149","31","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 2224","12","22","151","31","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 2225","13","22","150","32","21","3","5","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 2226","13","21","150","31","20","3","4","1","5","5","5","7","7","5","4","4","6","5"
"Respondent 2227","12","20","151","32","22","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 2228","6","11","60","6","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2229","12","20","150","33","21","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 2230","11","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","6","5"
"Respondent 2231","36","78","180","44","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 2232","11","21","151","33","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 2233","12","21","150","32","22","3","4","1","5","5","5","6","7","4","5","4","6","6"
"Respondent 2234","36","78","180","46","65","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 2235","12","21","150","32","22","4","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 2236","6","12","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 2237","36","79","180","45","64","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 2238","36","77","180","45","64","4","9","2","6","5","7","6","6","5","5","6","6","7"
